,year,gdp,income,avg_income,avg_happiness,avg_age
65,65,918435.25,0.5051095805665269,1822.2921626984128,100.31077380952381,33.44642857142857
66,66,1013444.19,0.4584243805668152,2018.8131274900397,100.38003984063745,33.179282868525895
67,67,989269.85,0.4762063107921844,1962.8370039682538,100.45009920634921,33.333333333333336
68,68,995052.59,0.4798500248377675,1970.4011683168317,100.43778217821783,33.4019801980198
69,69,1057954.89,0.4678717773452985,2094.9601782178215,100.39512871287128,33.40594059405941
70,70,1037624.25,0.4891067889613831,2054.701485148515,100.29057425742573,33.524752475247524
71,71,1042448.88,0.4913749935985753,2064.255207920792,100.21877227722773,33.67128712871287
72,72,1076519.96,0.4983833742424681,2127.5098023715414,100.10166007905138,33.86758893280632
73,73,1115169.67,0.485278529797906,2195.2158858267717,100.0753937007874,34.15157480314961
74,74,1172014.01,0.4789987356064641,2298.0666862745097,100.13464705882353,34.73725490196078
75,75,1234446.68,0.4711120450336086,2411.028671875,100.21302734375,35.455078125
76,76,1223160.11,0.4868893453981266,2398.3531568627454,100.17203921568627,35.73725490196078
77,77,1112898.09,0.4962439275980749,2190.7442716535434,101.08539370078739,35.854330708661415
78,78,1150662.22,0.4800106171268339,2256.200431372549,101.48313725490196,36.431372549019606
79,79,1065315.14,0.5270769291490935,2080.6936328125,101.78642578125,37.14453125
80,80,1101798.96,0.4980236899045838,2151.95109375,101.8401171875,37.732421875
81,81,1039319.48,0.4863070484572194,2029.920859375,101.07173828125,38.306640625
82,82,1224192.99,0.5074315253154424,2395.680998043053,100.65771037181996,38.66731898238748
83,83,1194271.94,0.5037290516422344,2360.2212252964428,100.35632411067195,38.5098814229249
84,84,1264543.59,0.4847271871166966,2504.046712871287,96.95326732673267,38.467326732673264
85,85,1236541.83,0.4912638107180507,2448.597683168317,95.33992079207921,38.62178217821782
86,86,1196919.98,0.5169631989391134,2370.1385742574257,97.78877227722772,38.62376237623762
87,87,1288740.67,0.4805903085019689,2562.1086878727633,98.9869184890656,38.54870775347913
88,88,1236289.56,0.4939860708907084,2452.9554761904765,99.62055555555555,38.607142857142854
89,89,1224722.72,0.4983245327210566,2444.5563273453095,99.86175648702594,38.30938123752495
90,90,1279907.96,0.4927054917885764,2534.471207920792,100.05950495049505,38.54257425742574
91,91,1213475.54,0.5098646020914055,2417.281952191235,100.07988047808765,38.19521912350598
92,92,1224741.62,0.5019291327814277,2434.8739960238568,100.08755467196819,38.27634194831014
93,93,1224499.3,0.5085379227851059,2429.562103174603,100.01829365079365,38.323412698412696
94,94,1211637.33,0.4990152820349978,2423.27466,100.00554,37.794
95,95,1190045.24,0.5178723672758131,2375.3398003992015,100.0041117764471,37.54690618762475
96,96,1226092.63,0.5033341197176943,2437.5599005964214,100.08850894632207,37.65407554671968
97,97,1202731.04,0.5180998737237581,2395.8785657370518,100.06834661354581,37.42828685258964
98,98,1196294.53,0.5117446547082435,2373.600257936508,100.12031746031747,37.56944444444444
99,99,1216246.99,0.4992930460393852,2417.9860636182902,100.11391650099404,37.50099403578529
100,100,1123997.05,0.5428125029475204,2234.5865805168987,100.02493041749503,37.49701789264414
101,101,1126056.84,0.5217847739334833,2247.6184431137726,99.92750499001995,37.20758483033932
102,102,1127379.15,0.5047247636495438,2245.775199203187,97.24470119521912,37.145418326693225
103,103,1125546.61,0.5055536128671476,2237.6672166998014,96.14976143141153,37.220675944334
104,104,1138870.39,0.4974833957136061,2255.188891089109,98.37104950495049,37.51089108910891
105,105,1164987.99,0.4711605447630247,2306.906910891089,99.57510891089109,37.51089108910891
106,106,1166087.28,0.4592735228120428,2309.0837227722773,100.25950495049506,37.504950495049506
107,107,1124034.57,0.4590722935561075,2230.2273214285715,100.51825396825396,37.45238095238095
108,108,1125968.26,0.4587432561927277,2238.505487077535,100.69111332007952,37.24453280318092
109,109,1164602.65,0.4576544990973143,2301.586264822134,100.84711462450593,37.58893280632411
110,110,1183632.27,0.4578442362519325,2348.4767261904763,100.75759920634921,37.44444444444444
